id,credit_score,income,no_accounts,total_amount
84da8fa4-07aa-4bd7-9f3c-fb0845cffc47,684,40000,7,122.5
84dcbbc1-74c3-42ca-b385-316097f49c7b,609,15000,2,1172
84de8649-5e9a-40fa-aae7-c8997de3e263,695,30000,6,2160
84df1fa8-a47c-463a-ab3f-f9a48c771bc6,580,30000,7,804.6
84e03437-88bd-40e2-a818-7a881264e97a,613,20000,10,448
84e075bc-5419-43b8-9deb-d2b5ef97583d,675,40000,5,6480
84e0d8e9-a396-439c-b543-6e23bbcc6cf6,712,30000,6,315
84e15026-cf34-426b-907d-ad664f4e846e,542,20000,8,559
84e1fdfa-a6d2-49be-9738-804e5e37070e,518,20000,5,504.06
84e231fa-5256-4e17-a379-da69df990807,613,10000,3,679.2
84e2732c-6ee8-48a7-b149-936161fb244f,709,70000,12,2276
84e712b7-fd97-49d8-9ec1-a63deb623ed4,504,22800,4,483.12
84e7ca3d-64aa-4662-aa31-b6062ef33c40,622,30000,6,679
84e8d58b-c94e-4088-9d08-97bfb1cdb7f6,590,25000,6,629.15
84e92bee-c21c-42d7-b2b6-f245988261bd,659,12000,10,1577.7
84e97995-fc45-4db0-bacb-49847039235b,640,20000,23,519.2
84ebd8ab-4a48-400f-89e8-654dafeea39e,637,20000,4,900
84ee3da4-3b40-45bf-bd98-c3ed41d4e8af,632,52000,11,699
84eff37a-f0a3-4b18-8589-e1f16a1d0679,552,35500,4,730.5
84f10bac-8da4-4b0c-beb6-da6bd85cc9c3,674,40000,9,4600
84f12588-8e5f-4d4c-8c48-d9e49f371b7e,673,15000,13,2331
84f13102-838c-445a-9d3f-38021c35766e,649,20000,9,753.8
84f298fc-c8f3-45b4-9bbf-6b0f4b8392ed,610,45000,15,534.59
84f306b8-3d9e-410e-83ff-75c868793906,599,35000,2,514.99
84f38f9d-8a44-44fc-8cd3-c5bb2137417f,695,40000,13,195.23
84f577ca-173d-437c-a36e-b2461edca6fe,638,20000,8,2000
84f683a3-a5d7-481f-a4a0-29db98edc7ae,572,20000,6,539.1
84f6ff23-d03f-4569-85ef-31a348f5082f,684,35000,8,1104
84f75c11-5deb-42c6-8c11-900c74292418,560,25000,6,250.39
84f9d91f-91d8-47d0-95a2-6b499571fb7a,681,25000,5,679.99
84fa3617-c8b4-48e1-80eb-83be92e66ecb,559,20000,4,300
84fa9aa8-4d2f-4f4d-9054-99cec165c1e1,636,115000,5,2158.2
84face48-423d-4aaa-901f-3e0712c75019,534,40000,2,699
84fb1231-69fb-499e-839b-ca0e37f57059,603,20000,8,3387
84fc964c-600a-437c-8ce5-763c5022bcfd,496,15000,8,1899.18
84fe42f6-56da-4499-8ff3-a1b69c8e11da,588,35000,7,599
84feaed6-fa52-47f6-9dcf-666ff446e7fe,685,10000,6,1200
84ffc74c-2923-417b-b2d6-8fabc7174bdc,558,27000,4,3600
84fffc83-0704-4fa8-92c4-ad7e9004d0ea,695,25000,14,399
8500da88-db5a-4f55-b759-e1785b1db3cb,598,30000,5,699
8500ee2c-81d8-41a9-9848-035818db1b1f,596,15000,0,456.3
85010bfb-3f6c-4038-ae40-58c68a84eb53,576,13000,6,3905
850276ec-4571-41fc-9231-bab0e6ba5977,514,15000,16,599
85029cbd-dbb3-44ca-a589-a05ebf51a33e,641,30500,5,823.5
850344d2-9b80-430b-a546-122cb77e555a,629,90000,5,699
85040f70-a81d-4763-8a60-9f1153e5798b,672,35000,7,5525.01
850444e2-e09d-4e04-b2d0-1a53bdcc59ee,564,30000,12,707.75
8504ab64-6221-4dce-933d-6d5319cda441,628,25000,8,699
8504d594-9f21-430b-9bb9-fb0c9df3e297,526,20000,8,723.8
8505da68-a320-4cb7-a156-49d18f205efe,619,20000,2,1795.5
85067064-57a4-4ec4-a786-388bd7cb1b29,551,15000,9,3387
8507fc45-58cc-4dc9-98c5-dda6de692994,603,35000,6,849
8508c1ce-60bf-4a79-bbeb-f566f29071ea,522,18720,4,3136.32
8508e95e-f5ef-4f9b-81f3-ca5bd0505700,561,40000,6,959
85091e39-ecdd-43f9-8c18-b074cec5ef9a,672,15000,6,800
85093120-caea-4903-b3b7-ed0be3e93320,693,40000,9,639.99
8509bfbf-f10f-4534-9156-2c7712c978c9,583,40000,14,764
850a05b1-5b28-47b9-bd2f-4a1dbb4f9f04,658,40000,5,1251.45
850b5cfa-a948-4b6f-8bcd-65eee4e29b90,655,30000,5,1224.75
850b9dba-71e0-4dde-a40a-43a89408a188,574,30000,3,819
850cc14c-95b2-4546-856d-182865ac7586,653,120000,12,799
85102c56-b2c4-456d-876c-d27bd594985c,483,25000,1,3387
8510e5ef-52c0-44d1-b133-0c0f4e157f78,624,40000,7,1069.2
851276c9-1676-4dca-8a20-98c227855029,573,10000,7,1710
8512bddf-393e-42ba-8cd4-bccb7fd8923f,674,30000,7,750
85144be3-ae3a-4d59-972a-43b579da2f24,586,25000,4,719
8517a6bc-c1f3-4f09-b9e9-45d910adc2ec,573,25000,3,5400
8517d284-5a51-4a59-82d8-ac82b6ee4ee4,666,40000,4,1200
85186f09-db66-49eb-a89a-129383998742,629,30000,6,2160
8518968e-d42c-4053-a1a2-711c08c8e373,620,30000,6,1215
8518a6e6-0b4a-434b-9f63-a403879d88cb,619,30000,8,599
85198fe8-309e-43fa-940e-2aefb41ed871,685,15000,3,3387
851a05b3-82a3-49a6-91f2-dc56bca60ac1,647,20000,2,2160
851b3935-3f6f-49db-9a00-99ac918fc492,540,10000,0,990
851b4312-2203-4313-b212-9b31833b4464,556,25000,12,519.2
851d6e5b-4cf1-4249-a0cd-82c8841293c5,586,30000,4,3000
851d7cdc-3d82-4fce-8016-ea620700f01c,616,19200,3,691.15
851de3d4-9c8c-4589-a440-b037b0963247,598,15000,1,1519.68
851ef070-ad63-458d-aa83-d92328adae96,564,5000,2,2588
851f39ae-3c78-4934-a091-d77c83f8e29b,697,30000,4,293.19
851f9e10-d0a7-4c73-9339-7b925dced99d,697,40000,10,612.3
851fa215-9aa8-475e-b747-e97060f53305,677,25000,15,3387
85203512-5acd-42ce-93c2-6c2535477134,537,15000,11,359.1
8522ab5f-f985-4510-87d9-41eb7c8c7a8b,557,35000,8,147.5
85247e1f-632e-4a5e-9904-60a0ac002cfe,569,25000,8,330.11
852485dc-d5cc-4546-8989-bd16f7911158,687,55000,9,1149
8525be91-d6bf-4d11-ba96-b02d08f6be66,619,10000,11,599
8526eba4-41dc-4497-ac11-489fdc41af7b,605,30000,3,719
85297b4b-549e-4302-be62-24b0fd63d900,523,25000,11,314.87
852b43e7-3c1d-40c6-be21-371ec386d33c,634,10000,3,1195
852c8126-4405-44cd-8004-50ed05326985,576,20000,9,958
852d38bb-fda5-4c38-8e39-eecac446f769,648,25000,7,479
85309eaf-748d-4f66-9fa1-492f76511dda,600,30000,7,4687
85310bf6-b79f-4b30-85eb-0d5f14b204c3,535,15000,13,751.2
8532427f-422a-4dad-a433-9aec4b04d365,620,35000,11,823.24
8532c64d-acd4-403e-8391-79b64ec9e365,585,20000,2,1720
8533146f-7bc9-430c-bc23-980be325a9d9,524,10000,3,576.9
85341f32-bafd-4eef-a144-4f49b8257a26,657,15000,3,589
853479e0-1dfb-4582-82e1-b6a2182ce367,612,20000,8,295.23
85349857-2ddf-4259-9394-b68c53d70b91,690,25000,2,864
853518c1-f729-4396-896d-87b430db6a46,507,15000,13,649
85364f39-4318-448a-a4a3-c57e33d03d01,679,10000,7,696
85368056-09a0-4834-8f96-31a37d1da6af,528,20000,8,1808
8536fcfb-4871-4ce5-96b4-ba73be197f5f,617,30000,4,746.2
8538352c-1aa9-447c-9624-b7f86e81075f,550,26400,3,4652
8538eb88-55e5-454a-8544-83bf1d9c0049,508,20000,9,828.8
8539a547-2600-44a7-9ead-b68bbfa8aae8,679,15000,22,1233
853cc773-7f43-4fe6-9470-44507dda1a52,528,25500,7,245
8541218f-2210-49d7-8d80-5030ebdd3f87,699,12500,9,395.87
854298b4-90da-4330-b037-b1299d9b76e7,637,30000,11,523
854366ca-30f7-41af-91f8-449f2de691a5,612,25000,17,749
854450f8-5f5b-46fc-a829-8a426149f180,651,20000,5,363.6
8547778e-1301-4f9f-8a79-af6581f9d528,535,25000,2,749
8547facb-61b5-4662-b2b4-618e9084d347,503,10000,8,2245.5
8548514c-d2a8-41c0-aa77-8c87397a0bc3,615,35000,9,828.8
854c4dbf-7afa-4bd6-9ff2-c062c6d7d353,533,20000,11,694
854cf4f6-c3f5-41de-9319-ed1e3711fc38,582,15000,13,352.41
854e9715-97f2-43b8-9a2d-125e59a6360b,577,25000,3,315
854ea61d-f46e-464a-9b8b-d3a051743027,519,20000,8,989
8550edff-25fa-45b9-86d6-925add7988f2,577,10000,4,539
8551c56c-a143-4c70-a733-aea4714256b2,524,20000,4,504
8552a528-1334-47cf-a611-cc06c6501d5d,645,27000,3,759.05
8552dba1-2e3c-42de-a5d0-279f273c46fe,539,35000,24,1657
85534e62-0cd0-4cda-aa17-2a8fe496d730,650,12000,11,599
855411fb-f6b6-4954-8008-d73f3d4c7cd7,571,25000,10,479
8554c83b-5c18-4959-96c1-03e635bb1c59,602,5000,6,3275
855630d3-cdc6-4112-b9e5-dc629aecf4fe,562,18500,4,3133
85568024-59be-401d-89cf-122bbc92d86f,648,67200,14,799
8557a27a-2050-4371-9dbb-2c3c58eabf54,618,40000,15,699
85587b70-8ab3-4f15-a24e-921ef36d88b2,578,30000,6,1021.3
8559f398-c5ed-48ff-83f7-50f146d9782b,555,15000,2,699
855a04f1-9a86-4e0f-86ff-2fc671a68419,632,10000,8,2588
855bacba-db9c-47b9-944d-5c04c00902c7,602,36000,7,1398
855be481-57b2-4a6b-b5a6-922cfda95e3c,698,10000,8,1064
855be58b-46b9-4ad5-96b9-afdd3fffd3ff,557,15000,5,4500
855c02d2-7bda-4e88-8f8a-1424bfd1b44c,540,80000,3,599
855c41d6-4917-4c74-8da9-c188ab4eb4c7,489,25000,5,699
855dd324-2448-4922-857e-15d191e75c19,612,45000,8,835
855ddc26-654b-4a5c-b836-e37e0766ba99,633,10000,4,449.1
8560e56d-c8f7-42ae-a69c-645e9cf0250b,693,10000,4,2835
85635819-39a6-4602-a7c2-f5e0fb8ee907,651,25000,8,559
85637308-b717-409c-aa5a-21d09f73b6b6,615,40000,10,699
85648ec4-8aaf-4358-a2f1-9d4f482f013d,508,15000,4,769
8565a910-7bf8-4d68-8473-55cbe4b205cb,649,30000,7,2200
85667783-9218-4905-9136-0966903bc4b2,524,20000,4,828.8
85670d57-cc15-46e3-8cf4-f999ebca6ee5,573,20000,6,875
8567e899-cee1-47c7-af50-7a704aa6377d,633,25000,1,464.39
856c6dc1-a1ca-4c29-be49-e4dc168164db,658,18500,7,162
856ca880-9f1b-4889-865e-6367bcc1a2d1,577,13459,7,3493
856d1e33-04bf-406f-a5df-0d4481296c9a,651,25000,4,1199
856d79de-eff5-4c73-8572-9d7b22f8f9a4,573,30000,3,245.02
856de90c-6872-400f-9efa-f2af530f4e66,701,55000,14,699
856e2a77-eb02-4480-b91e-4b7eb66ec89b,531,15000,13,699
856f8e03-866a-4f4b-b844-157c092a4b8f,695,32000,4,4800
856f9974-d3c9-41a4-9724-f13481a76097,603,30000,0,337.49
8571f5a0-2900-4da1-b04c-b6b16a0557d9,703,20000,7,2155.5
8573b161-2c49-4692-92de-3753bf57b8a5,681,10000,6,489.99
85741cfd-2d9d-4c6b-8707-eaefbc6be69b,511,10000,7,749
8574d75c-d50e-45e4-9d14-a54d8b80289c,635,10000,9,735.3
85759b2a-f4cf-43b9-9357-58bd4c1677fc,573,15000,0,427.2
85761f0c-63b1-453d-9800-d91fff23e141,547,15000,14,519.2
8579d432-48e6-41dd-bffc-80cd9bc8ecf6,668,20000,4,3387
857b70e1-cf62-4618-93c1-1d85b61fdcff,523,25000,6,426.6
857ce89b-971c-4c76-8bdd-7b5fe18798f8,559,30000,8,599.2
857da361-9e65-418c-924a-8abfca76b578,498,15000,8,376.2
857e1030-c9eb-438e-9092-9529d1cbdd16,582,80000,6,536.74
857e69f2-165c-466f-b507-7825e5f25850,532,20000,8,599.2
857ea5c5-0d6e-486c-a740-e88e377a708d,624,40000,5,1670
857f2d97-f9d0-4c4f-afab-92504a14f55b,601,15000,11,413.98
857fdb2d-8e93-4141-bade-a8970053434e,632,25000,5,599.2
85802ac1-e116-4910-85c8-0a5933d2cc97,676,30000,4,1465.2
85814a2d-a9f1-469c-859b-a71cdad83885,502,15000,6,599
8581ce13-5961-465a-97e4-c34b3ab816a5,531,20000,6,384.3
858202ad-57a9-4ec5-b1c7-58bea68ce7a3,645,20000,6,3390.1
85837852-54e7-416c-b818-eea5dc42f9a9,676,9600,7,2155.5
8583edd9-d16d-41db-8e14-e1655227578d,654,27000,3,699
8584d6ba-0cfe-4a2f-8db0-5f1ab42ae72a,615,20000,4,723.8
858634f5-bf77-4043-94d3-c96ab96cd367,524,30000,5,4687
8587af73-2b75-4f3d-b760-7a6c333c4704,675,10000,4,349
8588b2a6-f568-4436-a49e-1c8c22f5641f,547,15000,2,599
858965ee-a87e-4b76-901c-b5e05433d95f,640,20000,15,719.2
858b3dde-8343-4ffd-a889-4ad9164dcb9b,687,20000,8,719.99
858cdeac-4f4f-4963-bcd9-6f619a9fabfd,562,20000,4,699
858d459c-ec40-45b6-80a7-cd412ec2bffd,551,35000,16,3504
858e2354-5759-4983-9064-94d887e8e688,656,20000,4,428
858f107a-eb53-4e99-a9b5-36e917f7118b,630,25000,2,5670
858f636e-b919-4bbe-bd40-ac5bda9b1f40,713,25000,10,599.2
858f893b-2f75-4213-b4ee-debd3d771736,627,10000,3,649
85913bd3-b5f8-431d-adfb-da8fd1d5e1f3,610,50000,4,1348
8591cf2f-ea7f-4f9f-b50f-6a109abfa1bd,531,25000,20,499.32
8591d838-f6be-47ca-ade9-00d9c7a922b2,619,20000,7,1545
8591f78a-9ed3-4279-b7c7-15960a711fcf,603,25000,10,3387
8594319e-8ff7-43e7-880e-fb752768ae2c,646,25000,4,1332
8596659e-8a88-428f-9ae5-ff533427f099,655,15000,5,3585
85975bb6-a8a6-41b5-96af-f998d7769b4f,644,12000,3,1795
85992b29-cd27-457b-9f30-9fc12c43d21b,578,35000,4,809.99
859a6167-1c94-4630-a7db-c35b8c4c8501,569,17000,3,3123
85a039aa-5ac7-45d8-909e-96bbd2972862,598,31000,9,699
85a06464-0b25-493d-872d-db5441473aa3,596,20000,3,3387
85a0b783-235b-4f5c-bb4f-75ba8f9302fb,527,20000,0,749
85a0fe94-ea6a-44ac-adb1-c7a6a09a96f0,526,40000,12,559
85a12fff-34ee-497b-87db-4c46a64c4e44,623,25000,6,1989
85a146b3-89c5-4b46-af3c-a1e814f1d97c,680,55000,3,499
85a1c64e-5f58-4b48-89da-cb13283931c0,560,15000,2,401.48
85a4e032-256b-4855-b724-fa77fbc263ad,589,20000,1,832.3
85a5027e-91c1-43b8-9c33-65396385c695,540,50000,2,2588
85a81eef-8a49-4f80-963d-5c768e62cf6d,538,25000,3,2598
85a9932d-8bce-45f6-91fc-8473f3af5e64,652,50000,9,1499
85a9beeb-00aa-4f65-b859-bb2c65d94e36,619,10000,4,398.7
85a9c252-d039-4ec5-8029-addfbc3ed7d4,579,26000,9,1080
85a9dfc4-f11b-46d4-a46d-77165aea63fd,618,30000,9,933
85a9eed9-3954-4dd2-ac5c-d4df82076ab4,668,30000,6,3895
85aa3d55-4024-4163-b9a0-36d062b7a37a,658,35000,6,13275
85aabe65-95c1-46f3-9af0-3fa7695712c2,589,25000,4,1889
85ac4c5e-794d-4e36-bb3e-e15d9f3e39d8,541,45000,26,1980
85af1640-c6cf-4e8b-9595-81a532a49abe,541,30000,13,479
85af6376-1ca8-47a2-99e5-80c23387243e,690,35000,5,386.32
85af76e7-0fa7-445e-9e54-2820a807642f,516,10500,4,2626.75
85b022c9-00c7-4a56-aff2-88998838d2ff,524,37000,3,823.5
85b13662-f63f-48d3-b6bb-88c2bca66c07,543,30000,5,3059
85b33ed0-d319-4fee-ae9b-1fc868d8e18e,641,22500,4,332.1
85b476ad-f193-4a33-a436-2cad0a336a4c,532,40000,5,599
85b5aa5c-b5b3-49ab-9c7e-f21308280e46,574,25000,7,1140
85b5ae3e-583c-416f-9445-e66b56f27ad8,517,15000,9,350
85b6fd1a-0d58-4547-82c3-f1f8077d9c2b,709,25000,12,849
85b799b9-1b01-4e10-ab0b-e6e912f05f23,612,28500,12,339.5
85b90e3a-a1b4-4837-84db-a4987d723d8d,570,20000,3,3495
85bb00de-8e6b-4c0a-b6bc-fdacc642d98b,501,20000,8,1440
85bd99e4-b035-4304-81e4-abcccf59fbad,629,90000,4,3595.58
85c20cdb-9611-44c6-954b-f3d655f610e8,601,60000,12,414.9
85c24fb2-8d66-480a-97a8-d2d74880288f,658,35000,14,4467.05
85c2f0c6-303f-4537-8724-e4b316aa8cdd,605,25000,1,332.91
85c3f872-fe01-42ff-9290-b715f5b4fa84,616,20000,3,2295
85c4f52f-0f9b-4289-95c5-778c67eae73c,530,40000,2,749
85c6e1ae-efda-4b8d-a087-6ed60c44147f,579,20000,4,1710
85c96a10-8aa1-475b-8a7e-7fc1989eeff4,633,50000,6,649
85c96d98-bd6c-4dda-b880-72c7b0c04320,580,35000,13,649
85ca40ff-bdf0-485f-8505-009dc869d48d,512,45000,11,4687
85ca7f18-cac5-4bf4-9212-572ec4fb07a6,601,20000,7,3387
85ca87ce-8d65-4423-b687-ce012ea3672f,698,20000,7,1440
85cae591-b0c6-4d4b-997d-e205ea05bff4,590,15000,3,599
85cdc35c-9caa-4848-80a6-47639fb4b5a4,663,10000,3,2000
85cdf887-e823-4676-af97-0658d5336236,591,15000,5,559
85d0141c-82de-429d-b6b6-3983937bf944,633,20000,2,4050
85d1ba7b-6941-4042-8d89-ee0a52b63432,656,50000,5,629.1
85d30074-0965-41e5-8a76-b3ff2416ed70,618,45000,6,639.2
85d3bdc6-e751-489c-9f4a-ac8dc1a9fc6f,518,30000,2,599
85d4dc36-4d60-4048-b3ba-5b6c4d8eeb6e,574,35000,11,589.6
85d68959-d509-4fac-be3e-4c857a39961c,671,45000,11,95
85d8dda0-5538-47d2-8510-407d391f1696,559,25000,11,699
85d963fb-464c-4b65-8cea-1e8b1b18c0a2,527,25000,7,3387
85da1239-1eb6-4787-a3e8-48b338696e3b,545,25000,10,385.2
85da5587-6f89-42fd-b10f-9368f062c494,563,30000,6,699
85dbd697-d32c-4022-8e2d-25c7ae8a84ea,530,35000,8,828.8
85dc3a49-64db-4899-9da6-1ebef9f2a2dc,543,15000,8,4731.3
85dc8fbb-7f85-4d60-b032-d7b30775ff44,514,9600,7,2520
85dd31f0-ee39-48a4-ba40-58c16546056e,573,15000,12,2155.5
85dddcbb-2053-4fa7-b804-29a09041041f,593,25000,9,933.8
85e28afa-d5f5-4fc8-aebf-3618db87eba5,648,25000,7,2595
85e46078-5a36-4dcc-b421-c0580c138929,569,30000,14,699
85e668d3-8b0e-43b1-81dd-e8b359dad73e,539,75000,9,1700
85e6e6b7-c84d-48ec-8764-092bd867f1f7,677,40000,11,479.2
85e73bff-42b8-41c9-b851-dc97e2525033,705,31400,8,2000
85e802ec-4975-4bcb-bd2a-c553e5222534,688,15000,8,449
85e83126-2c46-4f19-9da2-ce07206a9291,671,55000,11,1112.16
85e85959-9fb2-448d-be3a-9e4d25ee84db,526,10000,10,343.62
85eb328f-5277-4dea-8051-64d8763f34e9,550,80000,22,749
85ed9276-6250-4ef1-9e8e-e18fc2677dd3,519,20000,4,579
85edca9a-646e-4b5c-8960-383f4e53282c,520,35000,6,699
85edfdfd-e5dc-47b5-b315-572e0fe978d4,630,55000,12,909.2
85eedc63-a51a-4bb6-ad92-19e9886526eb,604,50000,7,738.63
85ef338c-7200-42b5-93af-fc9375c97b4f,585,20000,14,315
85effef4-b80b-475f-8077-ccddfeaa7c05,575,5000,3,377
85f0dba1-2b54-4b7b-981f-86a3e00f79bb,526,35000,31,522.06
85f54318-9a5f-4d59-a260-0dd9a66a89c5,692,25000,6,355.96
85f54790-ab27-4d9e-a5d4-dd8bc57944b6,592,20000,8,699
85f5df6a-b55a-4f5d-981d-5d125c905772,552,24000,11,331.2
85f6461e-b500-4615-8350-a0512927f143,563,32000,9,5840
85f88fff-c5da-4009-88a8-faec4d4fd69b,512,25000,13,855.5
85fa3ac2-6ee5-4b31-b6ff-a70571ff4c4e,644,100000,4,559
85fb2342-9a87-4b4f-bf2f-17d367fdfc22,592,40000,5,843
85fb3963-7db4-4080-adb2-f8fb0e2d6b3d,623,25000,14,1167.53
85fc77f7-73c3-452b-b201-6a762780ccf9,683,35000,10,2000
85fce972-2e25-4edf-848e-a1bb635e3691,607,25000,0,452.7
85fddcbd-4b2f-4a84-81c2-c7dd4983047e,558,35000,12,699
85feef32-3a19-4c43-82e7-5f72cf282865,646,90000,9,749
85fef71d-88c3-4fbf-a241-d387bb4cde78,593,27000,13,804.6
8601d011-f252-4153-97b8-96dfe7845cc0,614,70000,9,400
86028bd0-95e5-49d8-aed3-e58e5af0f4db,520,15000,9,3387
8603503b-3cd1-451e-9103-36feea057e44,556,30000,8,989
8604a58e-5376-4b1d-9986-4e74f4bac884,598,35000,8,2790
8604c209-c46a-4985-84b6-0abbf7c67d93,516,20000,3,2788
86073231-6e72-47ad-95bf-f4a0e321fef2,648,45000,12,749
86082afb-a18b-4ebf-8d37-ec1e9ff038b0,691,60000,8,804.6
860851de-90f5-40ab-a56a-e43554a252f1,510,20000,9,649
86098116-422c-4a12-8387-f1758f851ed8,635,20000,15,723.8
860a3539-d5f8-41a1-9448-fa24aa8b04f3,651,13000,6,1786.5
860d040d-fc70-4680-bfcb-7b2c592d3699,644,20000,10,828.8
860dabd8-77ee-45b9-bcfb-53a465f1d01c,685,10000,7,599
860e99f3-a604-45ce-9807-619d8a66a363,633,20000,5,3230
86100007-75ea-4ae6-baf0-42762e6cc37c,596,110000,5,550
86108614-6cff-4c32-873f-8233b5ed84e0,585,10000,8,1980
8610d86d-f347-46c9-9cfc-c4d29e56c75c,503,20000,13,414.9
8610ef54-3de4-47c3-934a-47c377cd8b29,614,35000,14,3387
8611aa7a-b70f-4e2f-ba1f-184dcd775590,694,40000,3,448
86120042-005d-49b8-952a-049831c62b3e,601,30000,7,589
86157733-b4ee-4305-92d6-aeb7fe28a6d9,667,45000,4,2037
8615f54d-b9bc-4ce5-a22e-e87f581386fb,553,26000,6,649
8617a212-b94f-4618-95c8-f452f25ca358,647,10000,3,1836
86181469-fb4f-44d8-a28d-999648e903de,629,15500,9,1395
8618b53f-7804-4640-a07d-1e513a8ae23c,556,30000,1,810
86193fb9-a3dc-4e2c-9efb-f4b9ceff1971,571,25000,5,500
861a112d-6049-4b82-acf8-137c6d2ef1de,530,40000,2,749
861ae9cb-f3f1-49ae-942c-9c946b220898,612,50000,9,190
861cc3b3-19dc-452e-bb08-193cd8924a55,570,45000,13,719
861e774a-a420-48a8-9e08-94aeecd75c7a,557,15000,14,539.1
861f111e-3f70-4679-96cc-95cc4f7233aa,674,20000,14,704.25
861f7141-561a-41cf-8bf1-d25f68102306,653,20000,6,2805
86206fd6-2dba-4c46-bce5-ec58ed10c002,575,15000,10,345.6
86208b6c-32ae-4e33-95e7-b90663c7c3d2,569,20000,3,1529.1
8620d146-34cb-431c-ac18-dd9c706a9010,552,40000,7,536.74
86226c8d-b6f9-48ca-b1f5-36e107c8a8d1,727,45000,6,1079
8624d96b-c951-445c-8927-436fa5c00319,672,30000,5,933.8
8625605f-5241-4b27-a277-6c61a54651b4,601,30000,10,599
8625856e-ae86-4c2c-bb7c-d3da8e230105,641,35000,6,749
862710f4-b8b2-4b64-be62-c781936b7cb3,643,15404,4,2727
8627b2f1-0647-4735-818a-4f814c957096,621,15000,8,1169.1
8627f3be-7c3d-4ffb-938a-12ebe39b1931,669,35000,12,711.2
86283b7f-0da8-4c1e-aa7b-8ba8d946f744,657,25000,8,849
8628a4a0-5cf5-4ae0-ab44-d67b47f22946,709,70000,8,699
86299898-d085-445d-aed3-e0cea75c4415,605,20000,4,3387
862c019e-58e9-4217-a205-a7098e7c49f5,539,40000,18,749
862d85b6-335e-4579-b613-532c7b4c5aae,652,25000,8,849
862d89e6-7b04-4f88-b520-036782bcf7f1,561,35000,19,1298
862ea1ec-6be8-4700-a9b0-8cff79b706d7,620,5000,1,552.69
863128ca-5966-4c61-93fe-57ba8d17edd7,664,35000,6,1198
8631546c-5539-402f-b124-3703f4e406ae,694,50000,5,549
863186dc-01d2-47d5-bb2f-b550f7e6fd73,668,15000,11,513
8633aba5-4799-48cd-bf2d-0d2346e54a6e,567,25000,3,801.9
863476f4-7dca-4848-b6cd-31da5887d016,578,30000,7,3600
86353840-b0b7-477c-9270-c56cd4e4ed8a,567,10000,5,795
86368fe7-a1f5-4c74-b74c-0e6460267592,553,20000,17,4086
863775ce-416d-4a07-8e8b-5520e52aeb0a,517,10000,3,895.5
8639787f-49ba-47f9-8923-e22fe1c22f5c,592,20000,9,490.5
8639c3c7-e6fd-40f8-b697-17643a3ac5f3,546,10000,15,589
863b8b13-0a7c-420a-8ebd-a98178d5618d,523,19200,6,2306
863bb1c9-7c1f-4b5e-809e-b50b1b06cab4,518,25000,6,400.5
864194c6-6cb5-4b00-8fcc-5b5a6be1da75,678,15000,8,464.4
86428389-7588-4011-9169-f7e1ebb5cac8,680,50000,10,5344.92
864294db-ff29-4e28-8a2b-4b488a4ebb77,597,15000,8,222.62
86449afa-aeb0-4a4a-8410-7502b403cf54,515,15000,10,481.5
8644a11d-8117-4f22-83c2-96ad98b6687e,647,50000,2,599
864785d7-fff6-4eee-81ad-fe9dc327fdc7,581,60000,7,699
864967c2-0695-4b58-9f5f-fc17b403b228,673,20000,8,1089
86499573-5039-43b7-a7c5-26a8b1a356a4,540,15000,8,711.2
864af7a8-e047-4dc4-8f5c-f8cea2d20b5f,538,20000,6,599
864d17d6-1049-4e01-943e-db8f49a7f012,669,30000,9,1395
86501f88-e7a7-48ef-a6f9-46f86e18b483,557,20000,3,3387
86503d0b-7b18-4ecc-9998-5a6b343a7a32,591,20000,10,689
86508f6d-5798-4c43-9eee-80d19457fc56,524,15000,13,539
8652bcea-b579-4ad2-8bb3-b397a539f3bc,558,25000,6,2688
865319ef-b409-4fba-8cc7-577a4faa3e7a,553,15000,15,479
865578a2-9ac9-4f11-904b-b216c64b3aa0,665,95000,6,705.6
865631e0-1424-4898-8700-8af77d7be6fb,564,30000,4,794
865a5a50-6ea3-4dec-aae3-2987c6684d40,583,20000,12,2155.5
865c0abc-b70d-4378-a1c0-0a61bb0a11e5,520,15000,5,3603.6
865d391b-07ea-466f-aa29-1b5600a68027,620,15000,2,3349.5
865e7342-9fce-4f02-aa26-911792122cd4,595,125000,12,2246
865ee87c-7173-4e3c-a4fa-b3abd7b03175,483,15000,7,839
865f6fcb-c1ac-42e5-a324-e38ec9684056,517,15000,2,2588
86616dd3-c6d4-4736-8e9b-0b16447e8f03,632,30000,10,467
866190cf-1e96-4c78-9156-d4e993e02255,563,40000,7,360
86626d82-759a-4372-a730-32675bef3dc7,668,90000,0,699
866445bc-daa2-4764-b7ac-c4f5af09e98a,689,45000,12,599
8664bd69-8797-41b7-9bfe-31d6daf6b0de,514,25000,7,649
8664e144-8359-4ebe-ab5f-31e325afef1e,576,30000,12,599
8664f74f-8054-4fe6-84f5-cb72261b9f73,511,15000,4,491.45
8665b377-fe2a-4ffa-b056-2bb3fd1b19bc,516,30000,8,1867
8666bc1e-f970-4f5f-b2e3-f0be765bd9fe,713,50000,10,849
86692f72-47f4-4892-84cf-b73ee18f9584,652,25000,4,3425
86695318-0f23-4025-80d1-a0ccae020047,679,25000,4,763.76
86699fe4-0cd5-4410-8395-c50cfa8255bf,551,20000,6,229.45
